turno;nacionalidade;uf;codigo;nome;cargo;totalVotos;numeroCandidatoMaisVotado;totalVotosCandidatoMaisVotado;% do total de votos;Faixa;Candidato;Cor
1;Brasil;sc;83690;TURVO;presidente;7861;17;6206;78,95%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;38296;RIACHO DE SANTANA;presidente;16238;13;12818;78,94%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;38318;RIBEIRA DO AMPARO;presidente;7797;13;6154;78,93%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;34533;CHORROCHÓ;presidente;6291;13;4965;78,92%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;35475;IBIPEBA;presidente;9505;13;7500;78,91%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;80438;BENEDITO NOVO;presidente;6430;17;5072;78,88%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;sc;82899;RIO DOS CEDROS;presidente;6460;17;5095;78,87%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;33960;CABACEIRAS DO PARAGUAÇU;presidente;8755;13;6905;78,87%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12530;TAMBORIL DO PIAUÍ;presidente;1875;13;1478;78,83%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82970;RODEIO;presidente;7239;17;5705;78,81%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;sc;82430;PEDRAS GRANDES;presidente;3122;17;2458;78,73%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pi;12653;SANTO ANTÔNIO DOS MILAGRES;presidente;1387;13;1092;78,73%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;35696;IGAPORÃ;presidente;8579;13;6754;78,73%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82198;MORRO DA FUMAÇA;presidente;10452;17;8226;78,70%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;mg;41742;BONITO DE MINAS;presidente;5010;13;3943;78,70%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10499;CARACOL;presidente;5934;13;4669;78,68%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10138;ANÍSIO DE ABREU;presidente;5060;13;3981;78,68%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8737;PIRAPEMAS;presidente;8631;13;6788;78,65%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;80535;BRAÇO DO NORTE;presidente;18880;17;14848;78,64%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;34215;CANÁPOLIS;presidente;5735;13;4509;78,62%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8370;MONÇÃO;presidente;13911;13;10935;78,61%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;23108;SANTA CRUZ;presidente;7871;13;6187;78,61%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8583;TUFILÂNDIA;presidente;4085;13;3210;78,58%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12629;SÃO LUIS DO PIAUÍ;presidente;1851;13;1454;78,55%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24015;CUSTÓDIA;presidente;17880;13;14045;78,55%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;34975;CURAÇÁ;presidente;17666;13;13870;78,51%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;11312;MONTE ALEGRE DO PIAUÍ;presidente;6131;13;4813;78,50%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;am;2755;SÃO PAULO DE OLIVENÇA;presidente;13071;13;10261;78,50%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;21717;SANTANA DE MANGUEIRA;presidente;3017;13;2368;78,49%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Exterior;zz;29742;HAMAMATSU;presidente;4989;17;3915;78,47%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;sc;81124;SÃO JOÃO DO ITAPERIÚ;presidente;2708;17;2125;78,47%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;36870;LENÇÓIS;presidente;4994;13;3918;78,45%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12386;JOÃO COSTA;presidente;2360;13;1851;78,43%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7951;GUIMARÃES;presidente;6206;13;4866;78,41%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;81230;GUABIRUBA;presidente;12582;17;9865;78,41%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;33413;ARACI;presidente;25148;13;19704;78,35%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7145;BACURITUBA;presidente;3547;13;2777;78,29%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;81000;SANGÃO;presidente;6550;17;5127;78,27%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ma;7170;ARAIOSES;presidente;20975;13;16417;78,27%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82252;NOVA TRENTO;presidente;8231;17;6441;78,25%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pe;25690;SÃO JOSÉ DO BELMONTE;presidente;17239;13;13489;78,25%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10197;ARRAIAL;presidente;2947;13;2305;78,22%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;35530;IBIQUERA;presidente;2207;13;1726;78,21%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pa;4596;FARO;presidente;4142;13;3239;78,20%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;23329;SANTA FILOMENA;presidente;7737;13;6047;78,16%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82112;MELEIRO;presidente;4820;17;3767;78,15%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;33430;ARAMARI;presidente;6383;13;4988;78,15%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24716;LAGOA DO OURO;presidente;7130;13;5571;78,13%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;34452;CASTRO ALVES;presidente;15373;13;12007;78,10%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;25011;PALMEIRINA;presidente;4000;13;3124;78,10%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;39390;UAUÁ;presidente;14115;13;11023;78,09%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12718;PAU D'ARCO DO PIAUÍ;presidente;3599;13;2810;78,08%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10596;CRISTALÂNDIA DO PIAUÍ;presidente;3601;13;2811;78,06%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;19011;ÁGUA BRANCA;presidente;5449;13;4252;78,03%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10600;BARRA D'ALCÂNTARA;presidente;2315;13;1806;78,01%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;am;2771;SILVES;presidente;5420;13;4228;78,01%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;37656;OLIVEIRA DOS BREJINHOS;presidente;11224;13;8754;77,99%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;83739;URUSSANGA;presidente;12877;17;10039;77,96%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;34010;CAEM;presidente;5335;13;4159;77,96%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;80420;BRAÇO DO TROMBUDO;presidente;2499;17;1948;77,95%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pi;11096;JOSÉ DE FREITAS;presidente;24720;13;19269;77,95%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;36595;JANDAÍRA;presidente;5393;13;4203;77,93%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;al;27650;INHAPI;presidente;7942;13;6188;77,91%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;11088;SÃO JOÃO DA CANABRAVA;presidente;3337;13;2600;77,91%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;19640;POÇO DANTAS;presidente;2539;13;1978;77,90%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82074;MASSARANDUBA;presidente;9969;17;7764;77,88%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Exterior;zz;29670;ENCARNACIÓN;presidente;113;17;88;77,88%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pi;12432;LAGOINHA DO PIAUÍ;presidente;2042;13;1590;77,86%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;33456;ARATUÍPE;presidente;5315;13;4138;77,86%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;am;2615;MAUÉS;presidente;21264;13;16555;77,85%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;22330;TAVARES;presidente;7486;13;5828;77,85%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;38695;SANTA TEREZINHA;presidente;5666;13;4410;77,83%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;33294;ANGUERA;presidente;6369;13;4957;77,83%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;19798;CAMALAÚ;presidente;4062;13;3160;77,79%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;34657;CONCEIÇÃO DO ALMEIDA;presidente;10186;13;7924;77,79%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12220;LAGOA DO SÍTIO;presidente;2858;13;2223;77,78%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10090;AMARANTE;presidente;10843;13;8432;77,76%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;80551;BRUSQUE;presidente;69740;17;54200;77,72%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pi;10693;ELESBÃO VELOSO;presidente;9080;13;7056;77,71%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12130;SIMÕES;presidente;8266;13;6421;77,68%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10120;CABECEIRAS DO PIAUÍ;presidente;6563;13;5098;77,68%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8044;PAULINO NEVES;presidente;9117;13;7081;77,67%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;37095;MANOEL VITORINO;presidente;8915;13;6924;77,67%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7510;CANTANHEDE;presidente;8757;13;6799;77,64%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;35777;IPECAETÁ;presidente;9863;13;7654;77,60%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10952;IPIRANGA DO PIAUÍ;presidente;5265;13;4085;77,59%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pr;74683;QUATRO PONTES;presidente;2952;17;2290;77,57%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;am;2178;BORBA;presidente;13943;13;10816;77,57%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12637;FLORESTA DO PIAUÍ;presidente;1768;13;1371;77,55%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;36994;MACURURÉ;presidente;4442;13;3443;77,51%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7048;ALTO ALEGRE DO PINDARÉ;presidente;13324;13;10327;77,51%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10782;GEMINIANO;presidente;4329;13;3355;77,50%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;mg;41904;CÔNEGO MARINHO;presidente;3994;13;3095;77,49%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10561;SÃO LOURENÇO DO PIAUÍ;presidente;3521;13;2728;77,48%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8540;SUCUPIRA DO RIACHÃO;presidente;2624;13;2033;77,48%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;36633;JEREMOABO;presidente;18441;13;14286;77,47%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;33278;ANGICAL;presidente;9075;13;7028;77,44%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7439;BURITI BRAVO;presidente;11261;13;8720;77,44%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7293;BARÃO DE GRAJAÚ;presidente;9836;13;7616;77,43%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;38890;SÃO SEBASTIÃO DO PASSÉ;presidente;25263;13;19559;77,42%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10790;FRANCINÓPOLIS;presidente;3016;13;2334;77,39%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7030;ALCÂNTARA;presidente;11854;13;9172;77,37%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;20613;JURU;presidente;5180;13;4008;77,37%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;30660;IUIU;presidente;5930;13;4588;77,37%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;21016;NAZAREZINHO;presidente;4743;13;3669;77,36%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24414;INGAZEIRA;presidente;2842;13;2198;77,34%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;25453;SALOÁ;presidente;7851;13;6071;77,33%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;26212;VERDEJANTE;presidente;5366;13;4149;77,32%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;38792;SÃO FÉLIX;presidente;7504;13;5802;77,32%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;al;28410;PIRANHAS;presidente;12170;13;9408;77,30%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82295;ORLEANS;presidente;14689;17;11355;77,30%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;35297;GONGOGI;presidente;3165;13;2446;77,28%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;11495;PALMEIRAIS;presidente;8955;13;6918;77,25%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sp;61441;SALTINHO;presidente;5147;17;3976;77,25%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ma;8451;NOVA IORQUE;presidente;2769;13;2139;77,25%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;39519;URANDI;presidente;8564;13;6615;77,24%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;rs;86460;CAMPESTRE DA SERRA;presidente;2081;17;1607;77,22%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;sc;80233;ANTÔNIO CARLOS;presidente;6534;17;5043;77,18%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ma;9474;VARGEM GRANDE;presidente;20484;13;15806;77,16%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;83356;SÃO LUDGERO;presidente;7246;17;5591;77,16%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;39047;SERRA DO RAMALHO;presidente;15459;13;11928;77,16%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;37290;MIRANGABA;presidente;8049;13;6210;77,15%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8605;TURILÂNDIA;presidente;9190;13;7088;77,13%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;11436;PADRE MARCOS;presidente;4370;13;3370;77,12%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;38210;REMANSO;presidente;20758;13;16007;77,11%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7137;ANAJATUBA;presidente;12856;13;9911;77,09%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;25518;SANTA MARIA DA BOA VISTA;presidente;20596;13;15870;77,05%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;39292;TEOFILÂNDIA;presidente;11217;13;8641;77,03%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;34479;CATOLÂNDIA;presidente;2604;13;2005;77,00%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24139;FLORESTA;presidente;16886;13;12996;76,96%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;26018;TEREZINHA;presidente;4274;13;3289;76,95%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;37133;MARAGOGIPE;presidente;23301;13;17923;76,92%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;81957;LONTRAS;presidente;6364;17;4895;76,92%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;al;27359;CARNEIROS;presidente;4375;13;3364;76,89%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;al;28916;SENADOR RUI PALMEIRA;presidente;6019;13;4628;76,89%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10316;BENEDITINOS;presidente;6904;13;5308;76,88%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;al;28436;POÇO DAS TRINCHEIRAS;presidente;6788;13;5217;76,86%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;23264;JATOBÁ;presidente;7327;13;5630;76,84%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;37915;PINDAÍ;presidente;8871;13;6815;76,82%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;30970;HELIÓPOLIS;presidente;8023;13;6163;76,82%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;9091;SÃO BERNARDO;presidente;14084;13;10813;76,78%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82759;PRESIDENTE GETÚLIO;presidente;9976;17;7658;76,76%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;34436;CASA NOVA;presidente;38181;13;29309;76,76%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;82597;POMERODE;presidente;19020;17;14595;76,74%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;mg;41483;SANTA CRUZ DE SALINAS;presidente;2588;13;1985;76,70%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Exterior;zz;30309;PEDRO JUAN CABALLERO;presidente;343;17;263;76,68%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pi;10928;NOSSA SENHORA DE NAZARÉ;presidente;3944;13;3024;76,67%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;11819;SANTA CRUZ DO PIAUÍ;presidente;4273;13;3276;76,67%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7714;CURURUPU;presidente;15656;13;12001;76,65%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;mg;40541;PEDRAS DE MARIA DA CRUZ;presidente;4896;13;3752;76,63%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;se;32310;SANTO AMARO DAS BROTAS;presidente;6192;13;4745;76,63%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Exterior;zz;30198;NAGÓIA;presidente;11506;17;8815;76,61%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;38377;RIO DO ANTÔNIO;presidente;7088;13;5430;76,61%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12475;MURICI DOS PORTELAS;presidente;4114;13;3151;76,59%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12696;COCAL DOS ALVES;presidente;3716;13;2846;76,59%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;mg;43214;CHAPADA DO NORTE;presidente;5220;13;3997;76,57%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24856;MIRANDIBA;presidente;7759;13;5938;76,53%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7641;GOVERNADOR NEWTON BELLO;presidente;5078;13;3886;76,53%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;35378;IAÇU;presidente;13078;13;10008;76,53%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7749;JATOBÁ;presidente;4421;13;3383;76,52%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12262;PAJEÚ DO PIAUÍ;presidente;2316;13;1772;76,51%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8222;SANTANA DO MARANHÃO;presidente;5266;13;4028;76,49%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12017;SÃO JOSÉ DO PEIXE;presidente;2268;13;1734;76,46%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7153;ANAPURUS;presidente;9364;13;7159;76,45%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24058;EXU;presidente;18059;13;13803;76,43%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;al;28177;OLHO D'ÁGUA GRANDE;presidente;3142;13;2401;76,42%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;19925;ALGODÃO DE JANDAÍRA;presidente;2183;13;1668;76,41%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;9350;TIMBIRAS;presidente;12842;13;9812;76,41%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;am;2593;MARAÃ;presidente;5414;13;4136;76,39%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12149;BOQUEIRÃO DO PIAUÍ;presidente;3768;13;2877;76,35%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;23124;JUCATI;presidente;6281;13;4795;76,34%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;81477;INDAIAL;presidente;34467;17;26312;76,34%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pe;23310;BELÉM DO SÃO FRANCISCO;presidente;11141;13;8505;76,34%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7978;HUMBERTO DE CAMPOS;presidente;14372;13;10971;76,34%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;12734;AROEIRAS DO ITAIM;presidente;2733;13;2086;76,33%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;33804;BONITO;presidente;8596;13;6561;76,33%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Exterior;zz;39102;MASCATE;presidente;38;17;29;76,32%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;pb;21059;NOVA OLINDA;presidente;3347;13;2554;76,31%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;36757;LAFAIETE COUTINHO;presidente;2735;13;2087;76,31%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24295;IATI;presidente;9427;13;7192;76,29%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;35858;IRAJUBA;presidente;3579;13;2730;76,28%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;80080;DOUTOR PEDRINHO;presidente;2321;17;1770;76,26%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;se;31496;GARARU;presidente;6470;13;4933;76,24%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;83518;TAIÓ;presidente;10965;17;8360;76,24%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Exterior;zz;39080;ATLANTA;presidente;3422;17;2609;76,24%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ma;7463;CENTRO NOVO DO MARANHÃO;presidente;7769;13;5921;76,21%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pi;10871;GILBUÉS;presidente;5401;13;4115;76,19%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pb;19364;CACIMBAS;presidente;3921;13;2987;76,18%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;7056;ALDEIAS ALTAS;presidente;11128;13;8473;76,14%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;pe;24970;OURICURI;presidente;31275;13;23812;76,14%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;81973;LUIZ ALVES;presidente;7262;17;5529;76,14%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;rs;87084;MONTE BELO DO SUL;presidente;2422;17;1844;76,14%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;sc;82279;NOVA VENEZA;presidente;9625;17;7326;76,11%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ba;35637;IBITITÁ;presidente;10519;13;8004;76,09%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ba;35254;GENTIO DO OURO;presidente;6635;13;5048;76,08%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8125;PRESIDENTE MÉDICI;presidente;3527;13;2683;76,07%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;80292;ARMAZÉM;presidente;5215;17;3966;76,05%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;rs;86614;FLORES DA CUNHA;presidente;19220;17;14611;76,02%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;ma;7544;FERNANDO FALCÃO;presidente;5949;13;4522;76,01%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;81396;ILHOTA;presidente;8312;17;6318;76,01%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;rj;59331;SÃO JOSÉ DO VALE DO RIO PRETO;presidente;11458;17;8709;76,01%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;sc;80373;AURORA;presidente;3997;17;3038;76,01%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;mg;52477;SÃO JOÃO DA PONTE;presidente;13725;13;10430;75,99%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;sc;83135;SÃO BONIFÁCIO;presidente;2136;17;1623;75,98%;70 a 90%;Bolsonaro;Bolsonaro (70 a 90%)
1;Brasil;al;27049;ESTRELA DE ALAGOAS;presidente;7189;13;5461;75,96%;70 a 90%;Haddad;Haddad (70 a 90%)
1;Brasil;ma;8419;MORROS;presidente;10769;13;8178;75,94%;70 a 90%;Haddad;Haddad (70 a 90%)
